unit_id,unit_title,lesson_id,lesson_title,lesson_activity,lesson_activity_name,lesson_notes,lesson_video_id,lesson_objectives
12,Overview of NIST Big Data Public Working Group (NBD-PWG) Process and Results,5,Technology Roadmap Subgroup,,,assets/slides/Lecture_12.pptx,GCc9yfErmd0,"<p>The focus is to form a community of interest from industry, academia, and government, with the goal of developing a consensus vision with recommendations on how Big Data should move forward by performing a good gap analysis through the materials gathered from all other NBD subgroups. This includes setting standardization and adoption priorities through an understanding of what standards are available or under development as part of the recommendations. Tasks are gather input from NBD subgroups and study the taxonomies for the actors' roles and responsibility, use cases and requirements, and secure reference architecture; gain understanding of what standards are available or under development for Big Data; perform a thorough gap analysis and document the findings; identify what possible barriers may delay or prevent adoption of Big Data; and document vision and recommendations.</p>"
12,Overview of NIST Big Data Public Working Group (NBD-PWG) Process and Results,6,Requirements and Use Case Subgroup Introduction I,,,assets/slides/Lecture_12.pptx,sztqNXJ9P6c,"<p>The focus is to form a community of interest from industry, academia, and government, with the goal of developing a consensus list of Big Data requirements across all stakeholders.  This includes gathering and understanding various use cases from diversified application domains.Tasks are gather use case input from all stakeholders; derive Big Data requirements from each use case; analyze/prioritize a list of challenging general requirements that may delay or prevent adoption of Big Data deployment; develop a set of general patterns capturing the ''essence'' of use cases (not done yet) and work with Reference Architecture to validate requirements and reference architecture by explicitly implementing some patterns based on use cases. The progress of gathering use cases (discussed in next two units) and requirements systemization are discussed.</p>"
12,Overview of NIST Big Data Public Working Group (NBD-PWG) Process and Results,7,Requirements and Use Case Subgroup Introduction II,,,assets/slides/Lecture_12.pptx,0sbfIqHUauI,"<p>The focus is to form a community of interest from industry, academia, and government, with the goal of developing a consensus list of Big Data requirements across all stakeholders.  This includes gathering and understanding various use cases from diversified application domains.Tasks are gather use case input from all stakeholders; derive Big Data requirements from each use case; analyze/prioritize a list of challenging general requirements that may delay or prevent adoption of Big Data deployment; develop a set of general patterns capturing the ''essence'' of use cases (not done yet) and work with Reference Architecture to validate requirements and reference architecture by explicitly implementing some patterns based on use cases. The progress of gathering use cases (discussed in next two units) and requirements systemization are discussed.</p>"
12,Overview of NIST Big Data Public Working Group (NBD-PWG) Process and Results,8,Requirements and Use Case Subgroup Introduction III,,,assets/slides/Lecture_12.pptx,u59559nqjiY,"<p>The focus is to form a community of interest from industry, academia, and government, with the goal of developing a consensus list of Big Data requirements across all stakeholders.  This includes gathering and understanding various use cases from diversified application domains.Tasks are gather use case input from all stakeholders; derive Big Data requirements from each use case; analyze/prioritize a list of challenging general requirements that may delay or prevent adoption of Big Data deployment; develop a set of general patterns capturing the ''essence'' of use cases (not done yet) and work with Reference Architecture to validate requirements and reference architecture by explicitly implementing some patterns based on use cases. The progress of gathering use cases (discussed in next two units) and requirements systemization are discussed.</p>"
13,51 Big Data Use Cases,1,Government Use Cases I,,,assets/slides/Lecture_13.pptx,gCqBFYDDzSQ,"<p>This covers Census 2010 and 2000 - Title 13 Big Data; National Archives and Records Administration Accession NARA, Search, Retrieve, Preservation; Statistical Survey Response Improvement (Adaptive Design) and Non-Traditional Data in Statistical Survey Response Improvement (Adaptive Design).</p>"
13,51 Big Data Use Cases,2,Government Use Cases II,,,assets/slides/Lecture_13.pptx,y0nIed-Nxjw,"<p>This covers Census 2010 and 2000 - Title 13 Big Data; National Archives and Records Administration Accession NARA, Search, Retrieve, Preservation; Statistical Survey Response Improvement (Adaptive Design) and Non-Traditional Data in Statistical Survey Response Improvement (Adaptive Design).</p>"
13,51 Big Data Use Cases,3,Commercial Use Cases I,,,assets/slides/Lecture_13.pptx,P1iuViI-AKc,"<p>This covers Cloud Eco-System, for Financial Industries (Banking, Securities & Investments, Insurance) transacting business within the United States; Mendeley - An International Network of Research; Netflix Movie Service; Web Search; IaaS (Infrastructure as a Service) Big Data Business Continuity & Disaster Recovery (BC/DR) Within A Cloud Eco-System; Cargo Shipping; Materials Data for Manufacturing and Simulation driven Materials Genomics.</p>"
13,51 Big Data Use Cases,4,Commercial Use Cases II,,,assets/slides/Lecture_13.pptx,epFH4w_Q9lc,"<p>This covers Cloud Eco-System, for Financial Industries (Banking, Securities & Investments, Insurance) transacting business within the United States; Mendeley - An International Network of Research; Netflix Movie Service; Web Search; IaaS (Infrastructure as a Service) Big Data Business Continuity & Disaster Recovery (BC/DR) Within A Cloud Eco-System; Cargo Shipping; Materials Data for Manufacturing and Simulation driven Materials Genomics.</p>"
13,51 Big Data Use Cases,5,Commercial Use Cases III,,,assets/slides/Lecture_13.pptx,j5kWjL4y7Bo,"<p>This covers Cloud Eco-System, for Financial Industries (Banking, Securities & Investments, Insurance) transacting business within the United States; Mendeley - An International Network of Research; Netflix Movie Service; Web Search; IaaS (Infrastructure as a Service) Big Data Business Continuity & Disaster Recovery (BC/DR) Within A Cloud Eco-System; Cargo Shipping; Materials Data for Manufacturing and Simulation driven Materials Genomics.</p>"
13,51 Big Data Use Cases,6,Defense Use Cases I,,,assets/slides/Lecture_13.pptx,8hXG7dinhjg,<p>This covers Large Scale Geospatial Analysis and Visualization; Object identification and tracking from Wide Area Large Format Imagery (WALF) Imagery or Full Motion Video (FMV) - Persistent Surveillance and Intelligence Data Processing and Analysis.</p>
13,51 Big Data Use Cases,7,Defense Use Cases II,,,assets/slides/Lecture_13.pptx,MplyAfmuxko,<p>This covers Large Scale Geospatial Analysis and Visualization; Object identification and tracking from Wide Area Large Format Imagery (WALF) Imagery or Full Motion Video (FMV) - Persistent Surveillance and Intelligence Data Processing and Analysis.</p>
13,51 Big Data Use Cases,8,Healthcare and Life Science Use Cases I,,,assets/slides/Lecture_13.pptx,jVARCWVeYxQ,"<p>This covers Electronic Medical Record (EMR) Data; Pathology Imaging/digital pathology; Computational Bioimaging; Genomic Measurements; Comparative analysis for metagenomes and genomes; Individualized Diabetes Management; Statistical Relational Artificial Intelligence for Health Care; World Population Scale Epidemiological Study; Social Contagion Modeling  for Planning, Public Health and Disaster Management and Biodiversity and LifeWatch.</p>"
13,51 Big Data Use Cases,9,Healthcare and Life Science Use Cases II,,,assets/slides/Lecture_13.pptx,y9zJzrH4P8k,"<p>This covers Electronic Medical Record (EMR) Data; Pathology Imaging/digital pathology; Computational Bioimaging; Genomic Measurements; Comparative analysis for metagenomes and genomes; Individualized Diabetes Management; Statistical Relational Artificial Intelligence for Health Care; World Population Scale Epidemiological Study; Social Contagion Modeling  for Planning, Public Health and Disaster Management and Biodiversity and LifeWatch.</p>"
13,51 Big Data Use Cases,10,Healthcare and Life Science Use Cases III,,,assets/slides/Lecture_13.pptx,eU5emeI3AmM,"<p>This covers Electronic Medical Record (EMR) Data; Pathology Imaging/digital pathology; Computational Bioimaging; Genomic Measurements; Comparative analysis for metagenomes and genomes; Individualized Diabetes Management; Statistical Relational Artificial Intelligence for Health Care; World Population Scale Epidemiological Study; Social Contagion Modeling  for Planning, Public Health and Disaster Management and Biodiversity and LifeWatch.</p>"
13,51 Big Data Use Cases,11,Deep Learning and Social Networks Use Cases,,,assets/slides/Lecture_13.pptx,WLSe6MF4ha4,"<p>This covers Large-scale Deep Learning; Organizing large-scale, unstructured collections of consumer photos; Truthy: Information diffusion research from Twitter Data; Crowd Sourcing in the Humanities as Source for Bigand Dynamic Data; CINET: Cyberinfrastructure for Network (Graph) Science and Analytics and NIST Information Access Division analytic technology performance measurement, evaluations, and standards.</p>"
13,51 Big Data Use Cases,12,Research Ecosystem Use Cases,,,assets/slides/Lecture_13.pptx,pZ6JucTCKcw,"<p>DataNet Federation Consortium DFC; The 'Discinnet process', metadata <-> big data global experiment; Semantic Graph-search on Scientific Chemical and Text-based Data and Light source beamlines.</p>"
13,51 Big Data Use Cases,13,Astronomy and Physics Use Cases I,,,assets/slides/Lecture_13.pptx,rWqkF-b3Kwk,"<p>This covers Catalina Real-Time Transient Survey (CRTS): a digital, panoramic, synoptic sky survey; DOE Extreme Data from Cosmological Sky Survey and Simulations; Large Survey Data for Cosmology; Particle Physics: Analysis of LHC Large Hadron Collider Data: Discovery of Higgs particle and Belle II High Energy Physics Experiment.</p>"
13,51 Big Data Use Cases,14,Astronomy and Physics Use Cases II,,,assets/slides/Lecture_13.pptx,RxLCB6yLmpk,"<p>This covers Catalina Real-Time Transient Survey (CRTS): a digital, panoramic, synoptic sky survey; DOE Extreme Data from Cosmological Sky Survey and Simulations; Large Survey Data for Cosmology; Particle Physics: Analysis of LHC Large Hadron Collider Data: Discovery of Higgs particle and Belle II High Energy Physics Experiment.</p>"
13,51 Big Data Use Cases,15,"Environment, Earth and Polar Science Use Cases I",,,assets/slides/Lecture_13.pptx,u2zTIGwsJwU,"<p>EISCAT 3D incoherent scatter radar system; ENVRI, Common Operations of Environmental Research Infrastructure; Radar Data Analysis for CReSIS Remote Sensing of Ice Sheets; UAVSAR Data Processing, DataProduct Delivery, and Data Services; NASA LARC/GSFC iRODS Federation Testbed; MERRA Analytic Services MERRA/AS; Atmospheric Turbulence - Event Discovery and Predictive Analytics; Climate Studies using the Community Earth System Model at DOE's NERSC center; DOE-BER Subsurface Biogeochemistry Scientific Focus Area and DOE-BER AmeriFlux and FLUXNET Networks.</p>"
13,51 Big Data Use Cases,16,"Environment, Earth and Polar Science Use Cases II",,,assets/slides/Lecture_13.pptx,sH3B3gXuJ7E,"<p>EISCAT 3D incoherent scatter radar system; ENVRI, Common Operations of Environmental Research Infrastructure; Radar Data Analysis for CReSIS Remote Sensing of Ice Sheets; UAVSAR Data Processing, DataProduct Delivery, and Data Services; NASA LARC/GSFC iRODS Federation Testbed; MERRA Analytic Services MERRA/AS; Atmospheric Turbulence - Event Discovery and Predictive Analytics; Climate Studies using the Community Earth System Model at DOE's NERSC center; DOE-BER Subsurface Biogeochemistry Scientific Focus Area and DOE-BER AmeriFlux and FLUXNET Networks.</p>"
13,51 Big Data Use Cases,17,Energy Use Case,,,assets/slides/Lecture_13.pptx,ttmVypmgWmw,<p>This covers Consumption forecasting in Smart Grids</p>
14,Features of 51 Big Data Use Cases,1,Summary of Use Case Classification I,,,assets/slides/Lecture_14.pptx,dfgH6YvHCGE,"<p>This discusses concepts used for parallelism and low and high level computational structure. Parallelism can be over People (users or subjects), Decision makers; Items such as Images, EMR, Sequences; observations, contents of online store; Sensors - Internet of Things; Events; (Complex) Nodes in a Graph; Simple nodes as in a learning network; Tweets, Blogs, Documents, Web Pages etc.; Files or data to be backed up, moved or assigned metadata; Particles/cells/mesh points. Low level computational types include PP (Pleasingly Parallel); MR (MapReduce); MRStat; MRIter (Iterative MapReduce); Graph; Fusion; MC (Monte Carlo) and Streaming. High level computational types include Classification; S/Q (Search and Query); Index; CF (Collaborative Filtering); ML (Machine Learning); EGO (Large Scale Optimizations); EM (Expectation maximization); GIS; HPC; Agents. Patterns include Classic Database; NoSQL; Basic processing of data as in backup or metadata; GIS; Host of Sensors processed on demand; Pleasingly parallel processing; HPC assimilated with observational data; Agent-based models; Multi-modal data fusion or Knowledge Management; Crowd Sourcing.</p>"
14,Features of 51 Big Data Use Cases,2,Summary of Use Case Classification II,,,assets/slides/Lecture_14.pptx,TjHus5-HaMQ,"<p>This discusses concepts used for parallelism and low and high level computational structure. Parallelism can be over People (users or subjects), Decision makers; Items such as Images, EMR, Sequences; observations, contents of online store; Sensors - Internet of Things; Events; (Complex) Nodes in a Graph; Simple nodes as in a learning network; Tweets, Blogs, Documents, Web Pages etc.; Files or data to be backed up, moved or assigned metadata; Particles/cells/mesh points. Low level computational types include PP (Pleasingly Parallel); MR (MapReduce); MRStat; MRIter (Iterative MapReduce); Graph; Fusion; MC (Monte Carlo) and Streaming. High level computational types include Classification; S/Q (Search and Query); Index; CF (Collaborative Filtering); ML (Machine Learning); EGO (Large Scale Optimizations); EM (Expectation maximization); GIS; HPC; Agents. Patterns include Classic Database; NoSQL; Basic processing of data as in backup or metadata; GIS; Host of Sensors processed on demand; Pleasingly parallel processing; HPC assimilated with observational data; Agent-based models; Multi-modal data fusion or Knowledge Management; Crowd Sourcing.</p>"
14,Features of 51 Big Data Use Cases,3,Summary of Use Case Classification III,,,assets/slides/Lecture_14.pptx,EbuNBbt4rQc,"<p>This discusses concepts used for parallelism and low and high level computational structure. Parallelism can be over People (users or subjects), Decision makers; Items such as Images, EMR, Sequences; observations, contents of online store; Sensors - Internet of Things; Events; (Complex) Nodes in a Graph; Simple nodes as in a learning network; Tweets, Blogs, Documents, Web Pages etc.; Files or data to be backed up, moved or assigned metadata; Particles/cells/mesh points. Low level computational types include PP (Pleasingly Parallel); MR (MapReduce); MRStat; MRIter (Iterative MapReduce); Graph; Fusion; MC (Monte Carlo) and Streaming. High level computational types include Classification; S/Q (Search and Query); Index; CF (Collaborative Filtering); ML (Machine Learning); EGO (Large Scale Optimizations); EM (Expectation maximization); GIS; HPC; Agents. Patterns include Classic Database; NoSQL; Basic processing of data as in backup or metadata; GIS; Host of Sensors processed on demand; Pleasingly parallel processing; HPC assimilated with observational data; Agent-based models; Multi-modal data fusion or Knowledge Management; Crowd Sourcing.</p>"
14,Features of 51 Big Data Use Cases,4,Database(SQL) Use Case Classification,,,assets/slides/Lecture_14.pptx,8QDcUWjA9Ok,<p>This discusses classic (SQL) datbase approach to data handling with Search&Query and Index features. Comparisons are made to NoSQL approaches</p>
14,Features of 51 Big Data Use Cases,5,NoSQL Use Case Classification,,,assets/slides/Lecture_14.pptx,aJ127gkHQUs,"<p>This discusses NoSQL (compared in previous lesson) with HDFS, Hadoop and Hbase. The Apache Big data stack is introduced and further details of comparison with SQL</p>"
14,Features of 51 Big Data Use Cases,6,Use Case Classifications I,,,assets/slides/Lecture_14.pptx,STAoaS1T2bM,"<p>This discusses a subset of use case features: GIS, Sensors. the support of data analysis and fusion by streaming data between filters.</p>"
14,Features of 51 Big Data Use Cases,7,Use Case Classifications II Part 1,,,assets/slides/Lecture_14.pptx,_tJRzG-jS4A,"<p>This discusses a subset of use case features: Pleasingly parallel, MRStat, Data Assimilation, Crowd sourcing, Agents, data fusion and agents, EGO and security.</p>"
14,Features of 51 Big Data Use Cases,8,Use Case Classifications II Part 2,,,assets/slides/Lecture_14.pptx,5iHdzMNviZo,"<p>This discusses a subset of use case features: Pleasingly parallel, MRStat, Data Assimilation, Crowd sourcing, Agents, data fusion and agents, EGO and security.</p>"
14,Features of 51 Big Data Use Cases,9,Use Case Classifications III Part 1,,,assets/slides/Lecture_14.pptx,tITbuwCRVzs,"<p>This discusses a subset of use case features: Classification,  Monte Carlo, Streaming, PP, MR, MRStat, MRIter and HPC(MPI), global and local analytics (machine learning), parallel computing, Expectation Maximization, graphs and Collaborative Filtering.</p>"
14,Features of 51 Big Data Use Cases,10,Use Case Classifications III Part 2,,,assets/slides/Lecture_14.pptx,0zaXWo8A4Co,"<p>This discusses a subset of use case features: Classification,  Monte Carlo, Streaming, PP, MR, MRStat, MRIter and HPC(MPI), global and local analytics (machine learning), parallel computing, Expectation Maximization, graphs and Collaborative Filtering.</p>"
15,Using Plotviz Software for Displaying Point Distributions in 3D,1,Motivation and Introduction to use,,,assets/slides/Lecture_15.pdf,4aQlCmQ1jfY,"<p>The motivation of Plotviz is that the human eye is very good at pattern recognition and can ''see'' structure in data. Although most Big data is higher dimensional than 3, all data can be transformed by dimension reduction techniques to 3D and one can check analysis like clustering and/or see structure missed in a computer analysis. The motivations shows some Cheminformatics examples. The use of Plotviz is started in slide 4 with a discussion of input file which is either a simple text or more features (like colors) can be specified in a rich XML syntax. Plotviz deals with points and their classification (clustering). Next the protein sequence browser in 3D shows the basic structure of Plotviz interface. The next two slides explain the core 3D and 2D manipulations respectively. Note all files used in examples are available to students.</p>"
15,Using Plotviz Software for Displaying Point Distributions in 3D,2,Example of Use I: Cube and Structured Dataset,,,assets/slides/Lecture_15.pdf,nCTT5mI_j_Q,<p>Initially we start with a simple plot of 8 points -- the corners of a cube in 3 dimensions -- showing basic operations such as size/color/labels and Legend of points. The second example shows a dataset (coming from GTM dimension reduction) with significant structure. This has .pviz and a .txt versions that are compared</p>
15,Using Plotviz Software for Displaying Point Distributions in 3D,3,Example of Use II: Proteomics and Synchronized Rotation,,,assets/slides/Lecture_15.pdf,lDbIhnLrNkk,<p>This starts with an examination of a sample of Protein Universe Browser showing how one uses Plotviz to look at different features of this set  of Protein sequences projected to 3D. Then we show how to compare two datasets with synchronized rotation of a dataset clustered in 2 different ways; this dataset comes from k Nearest Neighbor discussion</p>
15,Using Plotviz Software for Displaying Point Distributions in 3D,4,Example of Use III:  More Features and larger Proteomics Sample,,,assets/slides/Lecture_15.pdf,KBkUW_QNSvs,<p>This starts by describing use of Labels and Glyphs and the Default mode in Plotviz. Then we illustrate sophisticated use of these ideas to view a large Proteomics dataset</p>
15,Using Plotviz Software for Displaying Point Distributions in 3D,5,Example of Use IV:  Tools and Examples,,,assets/slides/Lecture_15.pdf,zp_709imR40,<p>This lesson starts by describing the Plotviz tools and then sets up two examples -- Oil Flow and Trading -- described in PowerPoint. It finishes with the Plotviz viewing of Oil Flow data</p>
15,Using Plotviz Software for Displaying Point Distributions in 3D,6,Example of Use V: Final Examples,,,assets/slides/Lecture_15.pdf,FKoCfTJ_cDM,<p>This starts with Plotviz looking at Trading example introduced in previous lesson and them examines solvent data. It finishes with two large biology examples with 446K and 100K points and each with over 100 clusters. We finish remarks on Plotviz software structure and how to download. We also remind you that a picture is worth a 1000 words</p>
16,Recommender Systems: Introduction,1,Recommender Systems as an Optimization Problem,,,assets/slides/Lecture_16.pptx,rymBt1kdyVU,"<p>We define a set of general recommender systems as matching of items to people or perhaps collections of items to collections of people where items can be other people, products in a store, movies, jobs, events, web pages etc. We present this as ''yet another optimization problem''</p>"
16,Recommender Systems: Introduction,2,Recommender Systems Introduction,,,assets/slides/Lecture_16.pptx,KbjBKrzFYKg,<p>We give a general discussion of recommender systems and point out that they are particularly valuable in long tail of tems (to be recommended) that aren't commonly known. We pose them as a rating system and relate them to information retrieval rating systems. We can contrast recommender systems based on user profile and context; the most familiar collaborative filtering of others ranking; item properties; knowledge and hybrid cases mixing some or all of these.</p>
16,Recommender Systems: Introduction,3,Kaggle Competitions,,,assets/slides/Lecture_16.pptx,DFH7GPrbsJA,<p>We look at Kaggle competitions with examples from web site. In particular we discuss an Irvine class project involving ranking jokes</p>
16,Recommender Systems: Introduction,4,Examples of Recommender Systems,,,assets/slides/Lecture_16.pptx,1Eh1epQj-EQ,<p>We go through a list of 9 recommender systems from the same Irvine class</p>
16,Recommender Systems: Introduction,5,Netflix on Recommender Systems I,,,assets/slides/Lecture_16.pptx,tXsU5RRAD-w,"<p>We summarize some interesting points from a tutorial from Netflix for whom ''everything is a recommendation''. Rankings are given in multiple categories and categories that reflect user interests are especially important. Criteria used include explicit user preferences, implicit based on ratings and hybrid methods as well as freshness and diversity. Netflix tries to explain the rationale of its recommendations. We give some data on Netflix operations and some methods used in its recommender systems. We describe the famous Netflix Kaggle competition to improve its rating system. The analogy to maximizing click through rate is given and the objectives of optimization are given.</p>"
16,Recommender Systems: Introduction,6,Netflix on Recommender Systems II,,,assets/slides/Lecture_16.pptx,GnAol5aGuEo,"<p>We summarize some interesting points from a tutorial from Netflix for whom ''everything is a recommendation''. Rankings are given in multiple categories and categories that reflect user interests are especially important. Criteria used include explicit user preferences, implicit based on ratings and hybrid methods as well as freshness and diversity. Netflix tries to explain the rationale of its recommendations. We give some data on Netflix operations and some methods used in its recommender systems. We describe the famous Netflix Kaggle competition to improve its rating system. The analogy to maximizing click through rate is given and the objectives of optimization are given.</p>"
16,Recommender Systems: Introduction,7,Consumer Data Science,,,assets/slides/Lecture_16.pptx,B8cjaOQ57LI,"<p>Here we go through Netflix's methodology in letting data speak for itself in optimizing the recommender engine. An example iis given on choosing self produced movies. A/B testing is discussed with examples showing how testing does allow optimizing of sophisticated criteria. This lesson is concluded by comments on Netflix technology and the full spectrum of issues that are involved including user interface, data, AB testing, systems and architectures. We comment on optimizing for a household rather than optimizing for individuals in household.</p>"
17,Recommender Systems: Examples and Algorithms,1,Recap and Examples of Recommender Systems,,,assets/slides/Lecture_17.pptx,dcdm5AfGZ64,<p>We start with a quick recap of recommender systems from previous unit; what they are with brief examples.</p>
17,Recommender Systems: Examples and Algorithms,2,Examples of Recommender Systems,,,assets/slides/Lecture_17.pptx,og07mH9fU0M,<p>We give 2 examples in more detail: namely Google News and Markdown in Retail.</p>
17,Recommender Systems: Examples and Algorithms,3,Recommender Systems in Yahoo Use Case Example I,,,assets/slides/Lecture_17.pptx,FBn7HpGFNvg,"<p>We describe in greatest detail the methods used to optimize Yahoo web sites. There are two lessons discussing general approach and a third lesson examines a particular personalized Yahoo page with its different components. We point out the different criteria that must be blended in making decisions; these criteria include analysis of what user does after a particular page is clicked; is the user satisfied and cannot that we quantified by purchase decisions etc. We need to choose Articles, ads, modules, movies, users, updates, etc to optimize metrics such as relevance score, CTR, revenue, engagement.These lesson stress that if though we have big data, the recommender data is sparse. We discuss the approach that involves both batch (offline) and on-line (real time) components</p>"
17,Recommender Systems: Examples and Algorithms,4,Recommender Systems in Yahoo Use Case Example II,,,assets/slides/Lecture_17.pptx,VS2Y4lAiP5A,"<p>We give some examples in more detail including Google News, Markdown in Retail and in greatest detail the methods used to optimize a Yahoo page. Here we review recommender engines yet again put then examine a personalized Yahoo page with its different components. We point out the different criteria that must be blended in making decisions; these criteria include analysis of what user does after a particular page is clicked; is the user satisfied and cannot that we quantified by purchase decisions etc. We need to choose Articles, ads, modules, movies, users, updates, etc to optimize metrics such as relevance score, CTR, revenue, engagement.This lesson stresses that if though we have big data, the recommender data is sparse. We discuss the approach that involves both batch (offline) and on-line (real time) components</p>"
17,Recommender Systems: Examples and Algorithms,5,Recommender Systems in Yahoo Use Case Example III: Particular Module,,,assets/slides/Lecture_17.pptx,HrRJWEF8EfU,"<p>We describe in greatest detail the methods used to optimize Yahoo web sites. There are two lessons discussing general approach and a third lesson examines a particular personalized Yahoo page with its different components. We point out the different criteria that must be blended in making decisions; these criteria include analysis of what user does after a particular page is clicked; is the user satisfied and cannot that we quantified by purchase decisions etc. We need to choose Articles, ads, modules, movies, users, updates, etc to optimize metrics such as relevance score, CTR, revenue, engagement.These lesson stress that if though we have big data, the recommender data is sparse. We discuss the approach that involves both batch (offline) and on-line (real time) components</p>"
17,Recommender Systems: Examples and Algorithms,6,User-based nearest-neighbor collaborative filtering I,,,assets/slides/Lecture_17.pptx,lsf_AE-8dSk,"<p>Collaborative filtering is a core approach to recommender systems. There is user-based and item-based collaborative filtering and here we discuss the user-based case. Here similarities in user rankings allow one to predict their interests, and typically this quantified by the Pearson correlation, used to statistically quantify correlations between users.</p>"
17,Recommender Systems: Examples and Algorithms,7,User-based nearest-neighbor collaborative filtering I,,,assets/slides/Lecture_17.pptx,U7-qeX2ItPk,"<p>Collaborative filtering is a core approach to recommender systems. There is user-based and item-based collaborative filtering and here we discuss the user-based case. Here similarities in user rankings allow one to predict their interests, and typically this quantified by the Pearson correlation, used to statistically quantify correlations between users.</p>"
17,Recommender Systems: Examples and Algorithms,8,Vector Space Formulation of Recommender Systems,,,assets/slides/Lecture_17.pptx,IlQUZOXlaSU,<p>We go through recommender systems thinking of them as formulated in a funny vector space. This suggests using clustering to make recommendations.</p>
18,Item-based Collaborative Filtering and its Technologies,1,Item-based Collaborative Filtering I,,,assets/slides/Lecture_18.pptx,25sBgh3HwxY,<p>We covered user-based collaborative filtering in the previous unit. Here we start by discussing memory-based real time and model based offline (batch) approaches. Now we look at item-based collaborative filtering where items are viewed in the space of users and the cosine measure is used to quantify distances. WE discuss optimizations and how batch processing can help. We discuss different Likert ranking scales and issues with new items that do not have a significant number of rankings.</p>
18,Item-based Collaborative Filtering and its Technologies,2,Item-based Collaborative Filtering II,,,assets/slides/Lecture_18.pptx,SM8EJdAa4mw,<p>We covered user-based collaborative filtering in the previous unit. Here we start by discussing memory-based real time and model based offline (batch) approaches. Now we look at item-based collaborative filtering where items are viewed in the space of users and the cosine measure is used to quantify distances. WE discuss optimizations and how batch processing can help. We discuss different Likert ranking scales and issues with new items that do not have a significant number of rankings.</p>
18,Item-based Collaborative Filtering and its Technologies,3,k Nearest Neighbors and High Dimensional Spaces,,,assets/slides/Lecture_18.pptx,2NqUsDGQDy8,"<p>We define the k Nearest Neighbor algorithms and present the Python software but do not use it. We give examples from Wikipedia and describe performance issues. This algorithm illustrates the curse of dimensionality. If items were a real vectors in a low dimension space, there would be faster solution methods.</p>"
19,Recommender Systems - K-Nearest Neighbors (Python & Java Track),1,Python k'th Nearest Neighbor Algorithms I,,,assets/slides/Lecture_19.pptx,o16L0EqsQ_g,<p>This lesson considers the Python k Nearest Neighbor code found on the web associated with a book by Harrington on Machine Learning. There are two data sets. First we consider a set of 4 2D vectors divided into two categories (clusters) and use k=3 Nearest Neighbor algorithm to classify 3 test points. Second we consider a 3D dataset that has already been classified and show how to normalize. In this lesson we just use Matplotlib to give 2D plots</p>
19,Recommender Systems - K-Nearest Neighbors (Python & Java Track),2,Python k'th Nearest Neighbor Algorithms II,,,assets/slides/Lecture_19.pptx,JK5p24mnTjs,<p>This lesson considers the Python k Nearest Neighbor code found on the web associated with a book by Harrington on Machine Learning. There are two data sets. First we consider a set of 4 2D vectors divided into two categories (clusters) and use k=3 Nearest Neighbor algorithm to classify 3 test points. Second we consider a 3D dataset that has already been classified and show how to normalize. In this lesson we just use Matplotlib to give 2D plots</p>
19,Recommender Systems - K-Nearest Neighbors (Python & Java Track),3,3D Visualization,,Codifying k-NN,assets/slides/Lecture_19.pptx,fLtH-ZI1Jqk,<p>The lesson modifies the online code to allow it to produce files readable by PlotViz. We visualize already classified 3D set and rotate in 3D.</p>
19,Recommender Systems - K-Nearest Neighbors (Python & Java Track),4,Testing k'th Nearest Neighbor Algorithms,,Codifying k-NN,assets/slides/Lecture_19.pptx,zLaPGMIQ9So,<p>The lesson goes through an example of using k NN classification algorithm by dividing dataset into 2 subsets. One is training set with initial classification; the other is test point to be classified by k=3 NN using training set. The code records fraction of points with a different classification from that input. One can experiment with different sizes of the two subsets. The Python implementation of algorithm is analyzed in detail.</p>
20,Clustering and heuristic methods,1,Kmeans Clustering,,,assets/slides/Lecture_20.pdf,3KTNJ0Okrqs,<p>Geoffrey introduces the k means algorithm in a gentle fashion and describes its key features including dangers of local minima. A simple example from Wikipedia is examined</p>
20,Clustering and heuristic methods,2,Clustering of Recommender System Example,,,assets/slides/Lecture_20.pdf,yl_KZ86NT-A,<p>Plotviz is used to examine and compare the original classification with an ''optimal'' clustering into 3 clusters using a fancy deterministic annealing method that is similar to k means. The new clustering has centers marked</p>
20,Clustering and heuristic methods,3,Clustering of Recommender Example into more than 3 Clusters,,,assets/slides/Lecture_20.pdf,JWZmh48l0cw,<p>The previous division into 3 clusters is compared into a clustering into 28 separate clusters that are naturally smaller in size and divide 3D space covered by 1000 points into compact geometrically local regions.</p>
20,Clustering and heuristic methods,4,Local Optima in Clustering,,,assets/slides/Lecture_20.pdf,Zmq8O_axCmc,<p>This lesson introduces some general principles. First many important processes are ''just'' optimization problems. Most such problems are rife with local optima. The key idea behind annealing to avoid local optima is described. The pervasive greedy optimization method is described.</p>
20,Clustering and heuristic methods,5,Clustering in General,,,assets/slides/Lecture_20.pdf,JejNZhBxjRU,<p>The two different applications of clustering are described. First find geometrically distinct regions and secondly divide spaces into geometrically compact regions that may have no ''thin air'' between them. Generalizations such as mixture models and latent factor methods are just mentioned. The important distinction between applications in vector spaces and those where only inter-point distances are defined is described. Examples are then given using PlotViz from 2D clustering of a mass spectrometry example and the results of clustering genomic data mapped into 3D with Multi Dimensional Scaling MDS.</p>
20,Clustering and heuristic methods,6,Heuristics,,,assets/slides/Lecture_20.pdf,KT22YuX8ZMY,<p>Some remarks are given on heuristics; why are they so important why getting exact answers is often not so important?</p>
